source_mat_id,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orchid,tidal_stage,depth,samp_size,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_dur,samp_deposit_date,samp_store_loc,samp_store_temp,store_person,store_person_orchid,other_person,other_person_orchid,ship_date
EMO BON PiEGetxo Wa 210824 3um (BLANK1),metagenome,,2021-08-24,EMO BON PiEGetxo Wa 210824,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,10.0,1.0,3-200,200.0,3.0,Y,,WaSOP 1,MasterFlex L/S,,2021-08-24,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 210824 0.2um (BLANK1),metagenome,,2021-08-24,EMO BON PiEGetxo Wa 210824,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,10.0,1.0,0.2-3,3.0,0.2,Y,,WaSOP 1,MasterFlex L/S,,2021-08-24,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 3um (1),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,10.0,1.0,3-200,200.0,3.0,Y,Niskin,WaSOP 1,MasterFlex L/S,80.0,,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,2022-01-17
EMO BON PiEGetxo Wa 211027 3um (2),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,10.0,1.0,3-200,200.0,3.0,Y,Niskin,WaSOP 1,MasterFlex L/S,80.0,,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,2022-01-17
EMO BON PiEGetxo Wa 211027 0.2um (1),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,10.0,1.0,0.2-3,3.0,0.2,Y,Niskin,WaSOP 1,MasterFlex L/S,80.0,,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,2022-01-17
EMO BON PiEGetxo Wa 211027 0.2um (2),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,10.0,1.0,0.2-3,3.0,0.2,Y,Niskin,WaSOP 1,MasterFlex L/S,80.0,,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,2022-01-17
EMO BON PiEGetxo Wa 211027 3um (BLANK),metagenome,,2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,10.0,1.0,3-200,200.0,3.0,Y,,WaSOP 1,MasterFlex L/S,,2021-10-27,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 0.2um (BLANK),metagenome,,2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,10.0,1.0,0.2-3,3.0,0.2,Y,,WaSOP 1,MasterFlex L/S,,2021-10-27,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 3um (3),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,10.0,1.0,3-200,200.0,3.0,Y,Niskin,WaSOP 1,MasterFlex L/S,,2021-10-27,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 3um (4),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,10.0,1.0,3-200,200.0,3.0,Y,Niskin,WaSOP 1,MasterFlex L/S,,2021-10-27,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 0.2um (3),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,10.0,1.0,0.2-3,3.0,0.2,Y,Niskin,WaSOP 1,MasterFlex L/S,,2021-10-27,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 0.2um (4),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,10.0,1.0,0.2-3,3.0,0.2,Y,Niskin,WaSOP 1,MasterFlex L/S,,2021-10-27,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 3um (BLANK1),metagenome,,2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,10.0,1.0,3-200,200.0,3.0,Y,,WaSOP 1,MasterFlex L/S,,2021-10-27,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 0.2um (BLANK1),metagenome,,2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,10.0,1.0,0.2-3,3.0,0.2,Y,,WaSOP 1,MasterFlex L/S,,2021-10-27,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 20um (1),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-20,20.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-10-27,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 20um (2),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-20,20.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-10-27,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 20um (3),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-20,20.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-10-27,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 20um (4),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-20,20.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-10-27,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 20um (BLANK),metagenome,,2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,0.25,1.0,10-20,,,N,mesh,WaSOP 2,Millipore WP6122050,,2021-10-27,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 20um (BLANK1),metagenome,,2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,0.25,1.0,10-20,,,N,mesh,WaSOP 2,Millipore WP6122050,,2021-10-27,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 200um (1),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-200,200.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 200um (2),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-200,200.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 200um (3),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-200,200.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 200um (4),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-200,200.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 200um (BLANK),metagenome,,2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,0.25,1.0,10-200,,,N,,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211027 200um (BLANK1),metagenome,,2021-10-27,EMO BON PiEGetxo Wa 211027,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,0.25,1.0,10-200,,,N,,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211222 20um (1),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-20,20.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211222 20um (2),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-20,20.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211222 20um (3),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-20,20.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211222 20um (4),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-20,20.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211222 20um (BLANK),metagenome,,2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,0.25,1.0,10-20,,,N,,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211222 20um (BLANK1),metagenome,,2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,0.25,1.0,10-20,,,N,,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211222 200um (1),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-200,200.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211222 200um (2),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-200,200.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211222 200um (3),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-200,200.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211222 200um (4),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,0.25,1.0,10-200,200.0,10.0,N,mesh,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211222 200um (BLANK),metagenome,,2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,0.25,1.0,10-200,,,N,,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa 211222 200um (BLANK1),metagenome,,2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,0.25,1.0,10-200,,,N,,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
EMO BON PiEGetxo Wa  211222  3um (1),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,8.5,1.0,3-200,200.0,3.0,Y,Niskin,WaSOP 1,MasterFlex L/S,26.0,,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,2022-01-17
EMO BON PiEGetxo Wa  211222 3um (2),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,8.5,1.0,3-200,200.0,3.0,Y,Niskin,WaSOP 1,MasterFlex L/S,26.0,,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,2022-01-17
EMO BON PiEGetxo Wa  211222  0.2um (1),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,8.5,1.0,0.2-3,3.0,0.2,Y,Niskin,WaSOP 1,MasterFlex L/S,26.0,,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,2022-01-17
EMO BON PiEGetxo Wa  211222  0.2um (2),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,high_tide,1.0,8.5,1.0,0.2-3,3.0,0.2,Y,Niskin,WaSOP 1,MasterFlex L/S,26.0,,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,2022-01-17
EMO BON PiEGetxo Wa  211222 3um (BLANK),metagenome,,2021-12-22,EMO BON PiEGetxo Wa 211222,Oihane Diaz de Cerio,https://orcid.org/0000-0002-5605-8434,,,10.0,,3-200,200.0,3.0,Y,,WaSOP 1,MasterFlex L/S,,2021-12-22,"BBEBB, freezer 12 ",-80,Xabier Lecube, https://orcid.org/0000-0002-1005-4593,Ibon Cancio, https://orcid.org/0000-0003-4841-0079,
